region,provincia,comuna,dc,nom_distrito,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84
13,131,13105,4,SARGENTO ALDEA,104,335,341,229,248,254,248,231,242,202,179,164,111,62,101,304,275,266,267,269,286,246,274,237,230,225,135,96,104,335,341,229,248,254,248,231,242,202,179,164,111,62,101,304,275,266,267,269,286,246,274,237,230,225,135,96,104,335,341,229,248,254,248,231,242,202,179,164,111,62,101,304,275,266,267,269,286,246,274,237,230,225,135,96
13,131,13105,5,AVIADORES,238,702,706,548,466,534,584,653,509,349,314,293,178,106,252,715,653,535,492,564,586,670,519,422,378,383,302,172,238,702,706,548,466,534,584,653,509,349,314,293,178,106,252,715,653,535,492,564,586,670,519,422,378,383,302,172,238,702,706,548,466,534,584,653,509,349,314,293,178,106,252,715,653,535,492,564,586,670,519,422,378,383,302,172
13,131,13105,6,SANTA ELENA,327,937,1037,684,568,661,853,899,559,433,392,453,303,144,344,878,946,610,591,674,875,849,543,475,524,574,384,218,327,937,1037,684,568,661,853,899,559,433,392,453,303,144,344,878,946,610,591,674,875,849,543,475,524,574,384,218,327,937,1037,684,568,661,853,899,559,433,392,453,303,144,344,878,946,610,591,674,875,849,543,475,524,574,384,218
13,131,13105,7,EL ALMENDRO,288,864,884,778,676,588,528,530,539,522,359,220,92,49,297,842,877,756,702,594,548,642,718,592,402,259,148,77,288,864,884,778,676,588,528,530,539,522,359,220,92,49,297,842,877,756,702,594,548,642,718,592,402,259,148,77,288,864,884,778,676,588,528,530,539,522,359,220,92,49,297,842,877,756,702,594,548,642,718,592,402,259,148,77
13,131,13105,8,LEÓN XIII,312,835,889,705,649,689,642,618,580,510,460,341,202,134,279,815,844,700,700,672,673,683,668,724,561,446,301,155,312,835,889,705,649,689,642,618,580,510,460,341,202,134,279,815,844,700,700,672,673,683,668,724,561,446,301,155,312,835,889,705,649,689,642,618,580,510,460,341,202,134,279,815,844,700,700,672,673,683,668,724,561,446,301,155
13,131,13105,9,LOS CÓNDORES,228,678,696,504,463,454,527,561,542,343,247,208,187,148,214,625,640,544,437,499,591,669,527,415,309,333,297,226,228,678,696,504,463,454,527,561,542,343,247,208,187,148,214,625,640,544,437,499,591,669,527,415,309,333,297,226,228,678,696,504,463,454,527,561,542,343,247,208,187,148,214,625,640,544,437,499,591,669,527,415,309,333,297,226
13,131,13105,10,LAS PARCELAS,259,653,833,637,560,441,319,416,522,446,231,119,51,27,301,682,803,634,571,429,337,549,733,491,281,132,94,44,259,653,833,637,560,441,319,416,522,446,231,119,51,27,301,682,803,634,571,429,337,549,733,491,281,132,94,44,259,653,833,637,560,441,319,416,522,446,231,119,51,27,301,682,803,634,571,429,337,549,733,491,281,132,94,44
13,131,13106,1,ESTACIÓN CENTRAL,19,68,76,67,42,57,44,58,44,32,26,18,20,10,12,43,71,49,35,44,41,49,43,35,32,36,30,12,19,68,76,67,42,57,44,58,44,32,26,18,20,10,12,43,71,49,35,44,41,49,43,35,32,36,30,12,19,68,76,67,42,57,44,58,44,32,26,18,20,10,12,43,71,49,35,44,41,49,43,35,32,36,30,12
13,131,13106,2,MAESTRANZA,48,162,185,136,117,116,79,84,86,80,51,39,27,20,51,122,146,148,120,104,93,92,84,81,68,56,56,24,48,162,185,136,117,116,79,84,86,80,51,39,27,20,51,122,146,148,120,104,93,92,84,81,68,56,56,24,48,162,185,136,117,116,79,84,86,80,51,39,27,20,51,122,146,148,120,104,93,92,84,81,68,56,56,24
13,131,13106,3,HERMANOS CARRERA,103,319,350,225,221,210,237,306,267,164,99,94,63,54,112,304,348,216,207,177,230,307,234,182,135,138,111,93,103,319,350,225,221,210,237,306,267,164,99,94,63,54,112,304,348,216,207,177,230,307,234,182,135,138,111,93,103,319,350,225,221,210,237,306,267,164,99,94,63,54,112,304,348,216,207,177,230,307,234,182,135,138,111,93
13,131,13106,4,NOGALES,169,554,669,597,521,363,334,330,325,263,224,158,95,39,136,519,550,444,349,339,274,321,306,294,219,183,120,52,169,554,669,597,521,363,334,330,325,263,224,158,95,39,136,519,550,444,349,339,274,321,306,294,219,183,120,52,169,554,669,597,521,363,334,330,325,263,224,158,95,39,136,519,550,444,349,339,274,321,306,294,219,183,120,52
13,131,13106,5,LA ARAUCANA,97,383,529,447,360,286,231,203,180,140,100,63,51,25,91,303,347,363,258,251,198,202,180,138,100,101,65,62,97,383,529,447,360,286,231,203,180,140,100,63,51,25,91,303,347,363,258,251,198,202,180,138,100,101,65,62,97,383,529,447,360,286,231,203,180,140,100,63,51,25,91,303,347,363,258,251,198,202,180,138,100,101,65,62
13,131,13106,6,INFANTE CERDA,149,433,442,345,303,332,372,401,313,218,197,233,176,121,143,435,434,329,347,369,405,470,388,271,297,340,302,186,149,433,442,345,303,332,372,401,313,218,197,233,176,121,143,435,434,329,347,369,405,470,388,271,297,340,302,186,149,433,442,345,303,332,372,401,313,218,197,233,176,121,143,435,434,329,347,369,405,470,388,271,297,340,302,186
13,131,13106,7,CHUCHUNCO,165,485,520,453,342,416,399,463,367,271,174,195,174,105,175,540,530,391,391,367,425,528,426,294,248,294,258,154,165,485,520,453,342,416,399,463,367,271,174,195,174,105,175,540,530,391,391,367,425,528,426,294,248,294,258,154,165,485,520,453,342,416,399,463,367,271,174,195,174,105,175,540,530,391,391,367,425,528,426,294,248,294,258,154
13,131,13106,8,LAS PARCELAS,258,680,766,708,674,602,493,539,504,458,291,195,149,88,233,665,791,753,743,593,590,648,637,507,400,269,216,169,258,680,766,708,674,602,493,539,504,458,291,195,149,88,233,665,791,753,743,593,590,648,637,507,400,269,216,169,258,680,766,708,674,602,493,539,504,458,291,195,149,88,233,665,791,753,743,593,590,648,637,507,400,269,216,169
13,131,13106,9,LAS REJAS,62,214,225,169,158,156,124,172,165,178,130,88,52,39,59,172,198,158,142,143,147,187,208,244,159,127,110,80,62,214,225,169,158,156,124,172,165,178,130,88,52,39,59,172,198,158,142,143,147,187,208,244,159,127,110,80,62,214,225,169,158,156,124,172,165,178,130,88,52,39,59,172,198,158,142,143,147,187,208,244,159,127,110,80
13,131,13106,10,PILA DEL GANSO,245,1029,1436,1187,813,627,516,444,371,304,235,161,118,85,220,1038,1376,1043,718,592,495,554,484,380,270,218,199,151,245,1029,1436,1187,813,627,516,444,371,304,235,161,118,85,220,1038,1376,1043,718,592,495,554,484,380,270,218,199,151,245,1029,1436,1187,813,627,516,444,371,304,235,161,118,85,220,1038,1376,1043,718,592,495,554,484,380,270,218,199,151
13,131,13106,11,ECUADOR,151,483,637,585,394,309,252,270,249,177,139,115,77,58,131,448,614,500,384,313,295,298,266,213,200,153,116,87,151,483,637,585,394,309,252,270,249,177,139,115,77,58,131,448,614,500,384,313,295,298,266,213,200,153,116,87,151,483,637,585,394,309,252,270,249,177,139,115,77,58,131,448,614,500,384,313,295,298,266,213,200,153,116,87
13,131,13106,12,UNIVERSIDAD TÉCNICA,87,309,371,257,212,179,163,175,206,149,118,71,45,22,85,254,273,218,190,166,194,212,251,180,156,112,63,74,87,309,371,257,212,179,163,175,206,149,118,71,45,22,85,254,273,218,190,166,194,212,251,180,156,112,63,74,87,309,371,257,212,179,163,175,206,149,118,71,45,22,85,254,273,218,190,166,194,212,251,180,156,112,63,74
13,131,13106,13,BERNAL DEL MERCADO,169,676,952,765,552,441,311,276,251,205,129,87,65,33,148,619,815,634,465,373,347,325,257,207,160,117,90,58,169,676,952,765,552,441,311,276,251,205,129,87,65,33,148,619,815,634,465,373,347,325,257,207,160,117,90,58,169,676,952,765,552,441,311,276,251,205,129,87,65,33,148,619,815,634,465,373,347,325,257,207,160,117,90,58
13,131,13106,14,AEROPUERTO,133,372,423,296,265,290,370,386,223,150,121,205,142,72,144,414,363,260,252,290,379,386,243,149,234,309,210,117,133,372,423,296,265,290,370,386,223,150,121,205,142,72,144,414,363,260,252,290,379,386,243,149,234,309,210,117,133,372,423,296,265,290,370,386,223,150,121,205,142,72,144,414,363,260,252,290,379,386,243,149,234,309,210,117
13,131,13107,1,HUECHURABA,690,1620,1376,1447,2008,2226,1992,1523,1079,763,576,390,236,125,707,1559,1477,1801,2341,2641,2110,1599,1190,918,697,519,314,235,690,1620,1376,1447,2008,2226,1992,1523,1079,763,576,390,236,125,707,1559,1477,1801,2341,2641,2110,1599,1190,918,697,519,314,235,690,1620,1376,1447,2008,2226,1992,1523,1079,763,576,390,236,125,707,1559,1477,1801,2341,2641,2110,1599,1190,918,697,519,314,235
13,131,13107,2,LA PINCOYA,236,655,680,496,426,460,567,537,383,249,234,288,169,92,222,662,624,474,387,463,587,562,339,301,346,343,231,146,236,655,680,496,426,460,567,537,383,249,234,288,169,92,222,662,624,474,387,463,587,562,339,301,346,343,231,146,236,655,680,496,426,460,567,537,383,249,234,288,169,92,222,662,624,474,387,463,587,562,339,301,346,343,231,146
13,131,13107,3,AVENIDA PRINCIPAL,159,459,414,290,284,342,345,326,179,130,154,177,101,47,159,420,395,295,269,342,374,309,193,159,218,194,136,63,159,459,414,290,284,342,345,326,179,130,154,177,101,47,159,420,395,295,269,342,374,309,193,159,218,194,136,63,159,459,414,290,284,342,345,326,179,130,154,177,101,47,159,420,395,295,269,342,374,309,193,159,218,194,136,63
13,131,13107,4,REPÚBLICA DE FRANCIA,216,595,552,426,349,426,515,447,294,235,233,222,137,63,205,570,509,373,344,471,517,459,308,274,290,277,177,104,216,595,552,426,349,426,515,447,294,235,233,222,137,63,205,570,509,373,344,471,517,459,308,274,290,277,177,104,216,595,552,426,349,426,515,447,294,235,233,222,137,63,205,570,509,373,344,471,517,459,308,274,290,277,177,104
13,131,13107,5,LA PIRÁMIDE,45,68,84,150,182,170,145,130,96,36,38,27,23,9,30,81,109,175,200,180,136,117,75,50,48,47,22,11,45,68,84,150,182,170,145,130,96,36,38,27,23,9,30,81,109,175,200,180,136,117,75,50,48,47,22,11,45,68,84,150,182,170,145,130,96,36,38,27,23,9,30,81,109,175,200,180,136,117,75,50,48,47,22,11
13,131,13107,6,PARQUE DEL RECUERDO,71,183,212,157,128,156,172,160,110,72,75,88,56,24,81,197,172,126,96,154,185,150,104,79,108,120,75,50,71,183,212,157,128,156,172,160,110,72,75,88,56,24,81,197,172,126,96,154,185,150,104,79,108,120,75,50,71,183,212,157,128,156,172,160,110,72,75,88,56,24,81,197,172,126,96,154,185,150,104,79,108,120,75,50
13,131,13108,1,INDEPENDENCIA,302,1112,1418,1290,1038,813,639,491,398,287,231,172,119,81,257,1085,1252,1154,946,848,742,544,512,407,300,276,186,153,302,1112,1418,1290,1038,813,639,491,398,287,231,172,119,81,257,1085,1252,1154,946,848,742,544,512,407,300,276,186,153,302,1112,1418,1290,1038,813,639,491,398,287,231,172,119,81,257,1085,1252,1154,946,848,742,544,512,407,300,276,186,153
13,131,13108,2,JUAN ANTONIO RÍOS,202,658,892,703,603,535,454,429,442,382,322,265,149,73,211,698,848,694,554,547,521,500,559,485,429,381,228,178,202,658,892,703,603,535,454,429,442,382,322,265,149,73,211,698,848,694,554,547,521,500,559,485,429,381,228,178,202,658,892,703,603,535,454,429,442,382,322,265,149,73,211,698,848,694,554,547,521,500,559,485,429,381,228,178
13,131,13108,3,MIRAFLORES,207,678,707,566,530,522,480,573,485,407,296,243,173,106,194,611,663,579,490,523,505,583,488,428,342,306,248,192,207,678,707,566,530,522,480,573,485,407,296,243,173,106,194,611,663,579,490,523,505,583,488,428,342,306,248,192,207,678,707,566,530,522,480,573,485,407,296,243,173,106,194,611,663,579,490,523,505,583,488,428,342,306,248,192
13,131,13108,4,HIPÓDROMO,69,361,556,426,311,257,197,195,139,108,94,104,45,30,67,379,491,335,291,244,208,182,172,144,112,113,91,69,69,361,556,426,311,257,197,195,139,108,94,104,45,30,67,379,491,335,291,244,208,182,172,144,112,113,91,69,69,361,556,426,311,257,197,195,139,108,94,104,45,30,67,379,491,335,291,244,208,182,172,144,112,113,91,69
13,131,13108,5,SANTA LAURA,200,818,1161,957,681,510,407,374,273,286,202,177,106,53,170,831,1019,833,640,587,424,424,373,342,278,242,170,126,200,818,1161,957,681,510,407,374,273,286,202,177,106,53,170,831,1019,833,640,587,424,424,373,342,278,242,170,126,200,818,1161,957,681,510,407,374,273,286,202,177,106,53,170,831,1019,833,640,587,424,424,373,342,278,242,170,126
13,131,13108,6,EL MOLINO,163,611,856,730,505,447,315,292,223,200,131,123,78,41,154,598,824,630,482,429,380,369,289,251,190,151,119,92,163,611,856,730,505,447,315,292,223,200,131,123,78,41,154,598,824,630,482,429,380,369,289,251,190,151,119,92,163,611,856,730,505,447,315,292,223,200,131,123,78,41,154,598,824,630,482,429,380,369,289,251,190,151,119,92
13,131,13108,7,ESCUELA DE MEDICINA,64,269,408,336,222,163,112,106,65,53,36,23,12,9,65,273,364,276,207,182,140,104,81,56,41,21,17,13,64,269,408,336,222,163,112,106,65,53,36,23,12,9,65,273,364,276,207,182,140,104,81,56,41,21,17,13,64,269,408,336,222,163,112,106,65,53,36,23,12,9,65,273,364,276,207,182,140,104,81,56,41,21,17,13
13,131,13109,1,LA CISTERNA,223,604,639,588,572,510,480,473,457,399,296,220,149,98,186,537,642,618,549,540,516,496,566,487,371,330,255,197,223,604,639,588,572,510,480,473,457,399,296,220,149,98,186,537,642,618,549,540,516,496,566,487,371,330,255,197,223,604,639,588,572,510,480,473,457,399,296,220,149,98,186,537,642,618,549,540,516,496,566,487,371,330,255,197
13,131,13109,2,OCHAGAVÍA,219,600,750,657,528,460,418,433,484,353,251,193,134,114,180,570,745,641,561,489,501,522,535,424,370,270,243,170,219,600,750,657,528,460,418,433,484,353,251,193,134,114,180,570,745,641,561,489,501,522,535,424,370,270,243,170,219,600,750,657,528,460,418,433,484,353,251,193,134,114,180,570,745,641,561,489,501,522,535,424,370,270,243,170
13,131,13109,3,LO OVALLE,201,605,628,555,455,508,435,486,422,358,288,243,162,128,221,548,607,544,482,476,540,523,519,427,372,317,278,202,201,605,628,555,455,508,435,486,422,358,288,243,162,128,221,548,607,544,482,476,540,523,519,427,372,317,278,202,201,605,628,555,455,508,435,486,422,358,288,243,162,128,221,548,607,544,482,476,540,523,519,427,372,317,278,202
13,131,13109,4,EL PARRÓN,174,574,565,492,394,378,403,444,397,315,280,228,142,104,167,521,547,418,398,404,426,474,427,378,344,280,235,163,174,574,565,492,394,378,403,444,397,315,280,228,142,104,167,521,547,418,398,404,426,474,427,378,344,280,235,163,174,574,565,492,394,378,403,444,397,315,280,228,142,104,167,521,547,418,398,404,426,474,427,378,344,280,235,163
13,131,13109,5,VICUÑA MACKENNA,140,465,608,596,451,376,348,312,291,211,194,154,92,62,181,449,590,567,503,432,337,365,339,292,223,168,134,89,140,465,608,596,451,376,348,312,291,211,194,154,92,62,181,449,590,567,503,432,337,365,339,292,223,168,134,89,140,465,608,596,451,376,348,312,291,211,194,154,92,62,181,449,590,567,503,432,337,365,339,292,223,168,134,89
13,131,13109,6,LA CULTURA,171,546,648,597,506,445,426,400,367,306,276,249,177,111,187,528,691,608,488,472,445,466,446,388,346,328,265,189,171,546,648,597,506,445,426,400,367,306,276,249,177,111,187,528,691,608,488,472,445,466,446,388,346,328,265,189,171,546,648,597,506,445,426,400,367,306,276,249,177,111,187,528,691,608,488,472,445,466,446,388,346,328,265,189
13,131,13110,1,MUNICIPALIDAD,175,512,775,718,512,463,452,364,301,237,205,224,172,106,186,530,817,724,570,532,494,434,389,314,315,336,257,172,175,512,775,718,512,463,452,364,301,237,205,224,172,106,186,530,817,724,570,532,494,434,389,314,315,336,257,172,175,512,775,718,512,463,452,364,301,237,205,224,172,106,186,530,817,724,570,532,494,434,389,314,315,336,257,172
13,131,13110,2,BALNEARIO MUNICIPAL,176,536,787,709,567,488,422,397,381,363,363,262,146,68,198,547,782,726,593,549,443,526,561,561,448,357,246,132,176,536,787,709,567,488,422,397,381,363,363,262,146,68,198,547,782,726,593,549,443,526,561,561,448,357,246,132,176,536,787,709,567,488,422,397,381,363,363,262,146,68,198,547,782,726,593,549,443,526,561,561,448,357,246,132
13,131,13110,3,GERÓNIMO DE ALDERETE,276,714,859,864,774,684,508,502,583,506,463,354,227,121,266,685,889,899,858,763,592,652,785,743,592,469,286,217,276,714,859,864,774,684,508,502,583,506,463,354,227,121,266,685,889,899,858,763,592,652,785,743,592,469,286,217,276,714,859,864,774,684,508,502,583,506,463,354,227,121,266,685,889,899,858,763,592,652,785,743,592,469,286,217
13,131,13110,4,ROJAS MAGALLANES,102,263,290,247,238,241,214,231,223,196,191,191,109,61,91,274,293,253,256,255,264,286,322,264,254,208,170,102,102,263,290,247,238,241,214,231,223,196,191,191,109,61,91,274,293,253,256,255,264,286,322,264,254,208,170,102,102,263,290,247,238,241,214,231,223,196,191,191,109,61,91,274,293,253,256,255,264,286,322,264,254,208,170,102
13,131,13110,5,DEPARTAMENTAL,274,716,686,599,548,661,634,529,397,330,362,326,160,82,270,727,671,551,551,688,630,493,469,458,471,415,243,149,274,716,686,599,548,661,634,529,397,330,362,326,160,82,270,727,671,551,551,688,630,493,469,458,471,415,243,149,274,716,686,599,548,661,634,529,397,330,362,326,160,82,270,727,671,551,551,688,630,493,469,458,471,415,243,149
13,131,13110,6,WALKER MARTÍNEZ,377,975,1038,903,849,809,774,748,727,673,554,393,229,100,321,973,1033,934,875,875,926,905,949,797,631,519,312,195,377,975,1038,903,849,809,774,748,727,673,554,393,229,100,321,973,1033,934,875,875,926,905,949,797,631,519,312,195,377,975,1038,903,849,809,774,748,727,673,554,393,229,100,321,973,1033,934,875,875,926,905,949,797,631,519,312,195
13,131,13110,7,CANAL LAS PERDICES,360,873,719,737,926,1049,953,822,586,364,232,174,121,54,339,837,725,808,1063,1146,1011,811,630,399,254,224,147,112,360,873,719,737,926,1049,953,822,586,364,232,174,121,54,339,837,725,808,1063,1146,1011,811,630,399,254,224,147,112,360,873,719,737,926,1049,953,822,586,364,232,174,121,54,339,837,725,808,1063,1146,1011,811,630,399,254,224,147,112
13,131,13110,8,SANTA JULIA,271,741,631,467,487,493,513,604,516,422,254,138,73,46,239,702,594,496,563,566,651,734,656,438,264,173,114,81,271,741,631,467,487,493,513,604,516,422,254,138,73,46,239,702,594,496,563,566,651,734,656,438,264,173,114,81,271,741,631,467,487,493,513,604,516,422,254,138,73,46,239,702,594,496,563,566,651,734,656,438,264,173,114,81
13,131,13110,9,SANTA INÉS,272,794,700,439,426,461,530,621,633,502,274,190,98,50,257,739,660,452,479,565,679,790,752,557,321,219,143,135,272,794,700,439,426,461,530,621,633,502,274,190,98,50,257,739,660,452,479,565,679,790,752,557,321,219,143,135,272,794,700,439,426,461,530,621,633,502,274,190,98,50,257,739,660,452,479,565,679,790,752,557,321,219,143,135
13,131,13110,10,SANTA AMALIA,228,647,775,631,588,503,444,438,507,584,476,308,182,86,231,595,710,611,619,559,497,586,738,731,624,380,235,193,228,647,775,631,588,503,444,438,507,584,476,308,182,86,231,595,710,611,619,559,497,586,738,731,624,380,235,193,228,647,775,631,588,503,444,438,507,584,476,308,182,86,231,595,710,611,619,559,497,586,738,731,624,380,235,193
13,131,13110,11,SAN JORGE,371,1141,1313,1041,843,769,726,921,910,705,415,259,142,80,381,1169,1244,1045,852,881,956,1185,1143,831,533,367,219,154,371,1141,1313,1041,843,769,726,921,910,705,415,259,142,80,381,1169,1244,1045,852,881,956,1185,1143,831,533,367,219,154,371,1141,1313,1041,843,769,726,921,910,705,415,259,142,80,381,1169,1244,1045,852,881,956,1185,1143,831,533,367,219,154
13,131,13110,12,SAN PEDRO,152,456,488,363,372,375,375,377,329,334,300,238,187,102,154,411,450,391,394,432,429,447,429,424,392,301,217,150,152,456,488,363,372,375,375,377,329,334,300,238,187,102,154,411,450,391,394,432,429,447,429,424,392,301,217,150,152,456,488,363,372,375,375,377,329,334,300,238,187,102,154,411,450,391,394,432,429,447,429,424,392,301,217,150
13,131,13110,13,MARÍA ELENA,170,469,499,474,402,355,310,332,347,301,243,176,113,64,164,418,498,448,378,375,394,424,433,378,299,232,146,126,170,469,499,474,402,355,310,332,347,301,243,176,113,64,164,418,498,448,378,375,394,424,433,378,299,232,146,126,170,469,499,474,402,355,310,332,347,301,243,176,113,64,164,418,498,448,378,375,394,424,433,378,299,232,146,126
13,131,13110,14,POZO ARENERO,290,801,872,828,712,600,485,454,687,600,424,228,106,35,282,828,836,835,747,602,482,639,907,814,453,310,147,73,290,801,872,828,712,600,485,454,687,600,424,228,106,35,282,828,836,835,747,602,482,639,907,814,453,310,147,73,290,801,872,828,712,600,485,454,687,600,424,228,106,35,282,828,836,835,747,602,482,639,907,814,453,310,147,73
13,131,13110,15,SAN JOSÉ DE LA ESTRELLA,216,633,640,668,582,490,376,380,519,544,390,203,96,30,227,633,661,661,557,510,428,503,711,702,464,278,158,108,216,633,640,668,582,490,376,380,519,544,390,203,96,30,227,633,661,661,557,510,428,503,711,702,464,278,158,108,216,633,640,668,582,490,376,380,519,544,390,203,96,30,227,633,661,661,557,510,428,503,711,702,464,278,158,108
13,131,13110,16,GENERAL ARRIAGADA,190,647,703,587,622,612,488,493,493,515,414,279,185,73,236,623,673,652,631,634,541,541,639,647,521,401,206,154,190,647,703,587,622,612,488,493,493,515,414,279,185,73,236,623,673,652,631,634,541,541,639,647,521,401,206,154,190,647,703,587,622,612,488,493,493,515,414,279,185,73,236,623,673,652,631,634,541,541,639,647,521,401,206,154
13,131,13110,17,AVENIDA TRINIDAD,282,712,764,621,642,691,599,501,535,513,521,450,235,110,267,702,754,661,647,784,645,672,658,700,694,564,329,198,282,712,764,621,642,691,599,501,535,513,521,450,235,110,267,702,754,661,647,784,645,672,658,700,694,564,329,198,282,712,764,621,642,691,599,501,535,513,521,450,235,110,267,702,754,661,647,784,645,672,658,700,694,564,329,198
13,131,13110,18,PUNTA ARENAS,158,485,499,422,397,385,323,296,303,308,343,206,101,41,169,439,442,406,397,373,346,329,386,439,320,230,128,89,158,485,499,422,397,385,323,296,303,308,343,206,101,41,169,439,442,406,397,373,346,329,386,439,320,230,128,89,158,485,499,422,397,385,323,296,303,308,343,206,101,41,169,439,442,406,397,373,346,329,386,439,320,230,128,89
13,131,13110,19,MANUTARA,160,528,569,378,413,482,467,407,330,325,365,346,190,88,169,525,552,442,385,459,508,427,432,450,467,389,273,115,160,528,569,378,413,482,467,407,330,325,365,346,190,88,169,525,552,442,385,459,508,427,432,450,467,389,273,115,160,528,569,378,413,482,467,407,330,325,365,346,190,88,169,525,552,442,385,459,508,427,432,450,467,389,273,115
13,131,13110,20,SÓTERO DEL RÍO,201,531,544,434,370,384,474,570,382,234,206,241,197,109,189,532,531,430,353,421,502,535,375,274,315,350,311,176,201,531,544,434,370,384,474,570,382,234,206,241,197,109,189,532,531,430,353,421,502,535,375,274,315,350,311,176,201,531,544,434,370,384,474,570,382,234,206,241,197,109,189,532,531,430,353,421,502,535,375,274,315,350,311,176
13,131,13110,21,LÍA AGUIRRE,179,509,719,646,528,466,419,363,301,274,224,231,166,109,163,501,706,661,550,489,408,461,420,391,339,333,219,164,179,509,719,646,528,466,419,363,301,274,224,231,166,109,163,501,706,661,550,489,408,461,420,391,339,333,219,164,179,509,719,646,528,466,419,363,301,274,224,231,166,109,163,501,706,661,550,489,408,461,420,391,339,333,219,164
13,131,13111,1,LA GRANJA,188,533,559,471,437,400,396,370,362,337,292,230,101,54,186,529,495,478,397,444,378,430,477,442,371,282,153,115,188,533,559,471,437,400,396,370,362,337,292,230,101,54,186,529,495,478,397,444,378,430,477,442,371,282,153,115,188,533,559,471,437,400,396,370,362,337,292,230,101,54,186,529,495,478,397,444,378,430,477,442,371,282,153,115
13,131,13111,2,SAN GREGORIO PONIENTE,221,570,590,519,451,391,419,566,557,458,299,159,112,96,241,580,625,506,413,407,406,590,640,471,306,189,187,202,221,570,590,519,451,391,419,566,557,458,299,159,112,96,241,580,625,506,413,407,406,590,640,471,306,189,187,202,221,570,590,519,451,391,419,566,557,458,299,159,112,96,241,580,625,506,413,407,406,590,640,471,306,189,187,202
13,131,13111,3,MALAQUÍAS CONCHA,159,517,509,403,387,330,359,393,391,315,214,139,100,72,173,463,476,383,320,356,395,444,382,298,230,169,151,121,159,517,509,403,387,330,359,393,391,315,214,139,100,72,173,463,476,383,320,356,395,444,382,298,230,169,151,121,159,517,509,403,387,330,359,393,391,315,214,139,100,72,173,463,476,383,320,356,395,444,382,298,230,169,151,121
13,131,13111,4,AVENIDA CENTRAL,125,399,397,287,241,249,255,384,432,245,199,129,78,98,129,362,348,280,204,260,259,454,445,306,214,174,165,183,125,399,397,287,241,249,255,384,432,245,199,129,78,98,129,362,348,280,204,260,259,454,445,306,214,174,165,183,125,399,397,287,241,249,255,384,432,245,199,129,78,98,129,362,348,280,204,260,259,454,445,306,214,174,165,183
13,131,13111,5,PARQUE INTERCOMUNAL,212,629,553,437,429,517,557,510,433,354,346,261,145,126,239,596,538,432,463,495,512,495,494,406,388,324,227,224,212,629,553,437,429,517,557,510,433,354,346,261,145,126,239,596,538,432,463,495,512,495,494,406,388,324,227,224,212,629,553,437,429,517,557,510,433,354,346,261,145,126,239,596,538,432,463,495,512,495,494,406,388,324,227,224
13,131,13111,6,SAN GREGORIO ORIENTE,182,516,541,443,340,347,338,441,434,357,236,145,90,61,191,484,492,397,346,373,307,432,477,336,220,155,125,109,182,516,541,443,340,347,338,441,434,357,236,145,90,61,191,484,492,397,346,373,307,432,477,336,220,155,125,109,182,516,541,443,340,347,338,441,434,357,236,145,90,61,191,484,492,397,346,373,307,432,477,336,220,155,125,109
13,131,13111,7,SAN JOSÉ DE LA ESTRELLA,323,937,1000,815,639,509,482,706,855,712,385,194,106,31,301,934,1015,781,648,547,645,965,1090,775,400,263,136,82,323,937,1000,815,639,509,482,706,855,712,385,194,106,31,301,934,1015,781,648,547,645,965,1090,775,400,263,136,82,323,937,1000,815,639,509,482,706,855,712,385,194,106,31,301,934,1015,781,648,547,645,965,1090,775,400,263,136,82
13,131,13111,8,SANTA ROSA,192,578,576,554,476,435,346,337,388,381,306,180,92,52,198,569,597,518,495,383,351,486,526,498,326,249,142,87,192,578,576,554,476,435,346,337,388,381,306,180,92,52,198,569,597,518,495,383,351,486,526,498,326,249,142,87,192,578,576,554,476,435,346,337,388,381,306,180,92,52,198,569,597,518,495,383,351,486,526,498,326,249,142,87
