region,provincia,comuna,dc,nom_distrito,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84,hombre_18-19,hombre_20-24,hombre_25-29,hombre_30-34,hombre_35-39,hombre_40-44,hombre_45-49,hombre_50-54,hombre_55-59,hombre_60-64,hombre_65-69,hombre_70-74,hombre_75-79,hombre_80-84,mujer_18-19,mujer_20-24,mujer_25-29,mujer_30-34,mujer_35-39,mujer_40-44,mujer_45-49,mujer_50-54,mujer_55-59,mujer_60-64,mujer_65-69,mujer_70-74,mujer_75-79,mujer_80-84
13,131,13112,1,MAPUHUÉ,63,196,199,157,133,142,137,160,165,123,103,60,43,33,66,171,174,148,116,144,134,154,149,96,63,66,64,30,63,196,199,157,133,142,137,160,165,123,103,60,43,33,66,171,174,148,116,144,134,154,149,96,63,66,64,30,63,196,199,157,133,142,137,160,165,123,103,60,43,33,66,171,174,148,116,144,134,154,149,96,63,66,64,30
13,131,13112,2,SAN RICARDO,274,671,607,423,520,632,614,455,303,300,492,311,167,48,262,670,631,498,476,583,614,449,321,472,558,411,227,123,274,671,607,423,520,632,614,455,303,300,492,311,167,48,262,670,631,498,476,583,614,449,321,472,558,411,227,123,274,671,607,423,520,632,614,455,303,300,492,311,167,48,262,670,631,498,476,583,614,449,321,472,558,411,227,123
13,131,13112,3,PABLO DE ROKHA,333,977,878,615,570,716,921,860,471,358,420,458,349,148,317,1026,805,556,549,711,915,787,461,381,540,636,424,209,333,977,878,615,570,716,921,860,471,358,420,458,349,148,317,1026,805,556,549,711,915,787,461,381,540,636,424,209,333,977,878,615,570,716,921,860,471,358,420,458,349,148,317,1026,805,556,549,711,915,787,461,381,540,636,424,209
13,131,13112,4,ANTUMAPU,409,1080,1078,965,876,842,617,638,778,637,426,232,103,29,418,1076,1058,1027,933,829,673,827,884,738,481,254,134,60,409,1080,1078,965,876,842,617,638,778,637,426,232,103,29,418,1076,1058,1027,933,829,673,827,884,738,481,254,134,60,409,1080,1078,965,876,842,617,638,778,637,426,232,103,29,418,1076,1058,1027,933,829,673,827,884,738,481,254,134,60
13,131,13112,5,LA PLATINA,577,1604,1689,1496,1341,1104,975,1038,1039,815,434,232,105,49,645,1655,1754,1574,1384,1232,1102,1320,1265,872,467,278,134,82,577,1604,1689,1496,1341,1104,975,1038,1039,815,434,232,105,49,645,1655,1754,1574,1384,1232,1102,1320,1265,872,467,278,134,82,577,1604,1689,1496,1341,1104,975,1038,1039,815,434,232,105,49,645,1655,1754,1574,1384,1232,1102,1320,1265,872,467,278,134,82
13,131,13112,6,REY DON FELIPE,192,574,513,359,337,365,362,471,467,284,177,127,147,108,205,556,471,358,320,357,372,495,443,323,180,204,235,139,192,574,513,359,337,365,362,471,467,284,177,127,147,108,205,556,471,358,320,357,372,495,443,323,180,204,235,139,192,574,513,359,337,365,362,471,467,284,177,127,147,108,205,556,471,358,320,357,372,495,443,323,180,204,235,139
13,131,13112,7,VICENTE LLANOS,264,696,785,692,660,551,411,441,534,570,415,209,83,38,294,735,797,709,608,558,442,572,711,636,419,220,123,59,264,696,785,692,660,551,411,441,534,570,415,209,83,38,294,735,797,709,608,558,442,572,711,636,419,220,123,59,264,696,785,692,660,551,411,441,534,570,415,209,83,38,294,735,797,709,608,558,442,572,711,636,419,220,123,59
13,131,13112,8,LA PRIMAVERA,526,1391,1363,1188,1117,994,767,807,884,806,583,276,129,57,562,1360,1370,1233,1130,952,779,931,1057,945,605,369,197,109,526,1391,1363,1188,1117,994,767,807,884,806,583,276,129,57,562,1360,1370,1233,1130,952,779,931,1057,945,605,369,197,109,526,1391,1363,1188,1117,994,767,807,884,806,583,276,129,57,562,1360,1370,1233,1130,952,779,931,1057,945,605,369,197,109
13,131,13113,1,LARRAÍN,130,387,403,366,351,331,299,329,309,299,242,189,164,101,137,372,372,375,348,382,376,404,454,356,317,258,249,189,130,387,403,366,351,331,299,329,309,299,242,189,164,101,137,372,372,375,348,382,376,404,454,356,317,258,249,189,130,387,403,366,351,331,299,329,309,299,242,189,164,101,137,372,372,375,348,382,376,404,454,356,317,258,249,189
13,131,13113,2,LYNCH NORTE,80,202,247,186,221,161,158,193,199,158,124,100,64,58,71,192,233,213,220,195,216,235,257,221,169,149,128,86,80,202,247,186,221,161,158,193,199,158,124,100,64,58,71,192,233,213,220,195,216,235,257,221,169,149,128,86,80,202,247,186,221,161,158,193,199,158,124,100,64,58,71,192,233,213,220,195,216,235,257,221,169,149,128,86
13,131,13113,3,PRÍNCIPE DE GALES,185,467,440,363,386,352,356,365,372,322,247,213,134,101,164,467,406,369,460,445,475,473,499,437,354,295,209,178,185,467,440,363,386,352,356,365,372,322,247,213,134,101,164,467,406,369,460,445,475,473,499,437,354,295,209,178,185,467,440,363,386,352,356,365,372,322,247,213,134,101,164,467,406,369,460,445,475,473,499,437,354,295,209,178
13,131,13113,4,PARQUE LA QUINTRALA,157,380,347,274,324,345,288,291,304,261,231,182,134,90,149,362,333,285,374,384,334,446,424,403,313,243,211,172,157,380,347,274,324,345,288,291,304,261,231,182,134,90,149,362,333,285,374,384,334,446,424,403,313,243,211,172,157,380,347,274,324,345,288,291,304,261,231,182,134,90,149,362,333,285,374,384,334,446,424,403,313,243,211,172
13,131,13113,5,PLAZA OSSANDÓN,234,511,411,248,347,449,410,429,397,406,351,249,129,73,217,554,413,264,488,587,553,570,562,481,389,241,146,80,234,511,411,248,347,449,410,429,397,406,351,249,129,73,217,554,413,264,488,587,553,570,562,481,389,241,146,80,234,511,411,248,347,449,410,429,397,406,351,249,129,73,217,554,413,264,488,587,553,570,562,481,389,241,146,80
13,131,13113,6,LA REINA,190,434,316,174,253,438,395,406,333,263,200,116,59,33,171,453,310,234,409,529,509,475,416,292,213,107,59,46,190,434,316,174,253,438,395,406,333,263,200,116,59,33,171,453,310,234,409,529,509,475,416,292,213,107,59,46,190,434,316,174,253,438,395,406,333,263,200,116,59,33,171,453,310,234,409,529,509,475,416,292,213,107,59,46
13,131,13113,7,AERÓDROMO TOBALABA,337,830,884,801,862,853,825,804,553,346,346,339,269,141,323,886,902,848,870,915,879,839,616,520,472,493,386,235,337,830,884,801,862,853,825,804,553,346,346,339,269,141,323,886,902,848,870,915,879,839,616,520,472,493,386,235,337,830,884,801,862,853,825,804,553,346,346,339,269,141,323,886,902,848,870,915,879,839,616,520,472,493,386,235
13,131,13114,1,ESCUELA MILITAR,255,842,1263,1418,1106,929,651,536,510,438,343,293,243,166,278,886,1258,1373,1212,905,715,657,641,616,533,438,381,284,255,842,1263,1418,1106,929,651,536,510,438,343,293,243,166,278,886,1258,1373,1212,905,715,657,641,616,533,438,381,284,255,842,1263,1418,1106,929,651,536,510,438,343,293,243,166,278,886,1258,1373,1212,905,715,657,641,616,533,438,381,284
13,131,13114,2,ESTADIO PALESTINO,173,450,529,582,547,428,348,365,343,338,256,249,187,118,165,498,609,620,548,512,453,459,465,442,348,362,248,155,173,450,529,582,547,428,348,365,343,338,256,249,187,118,165,498,609,620,548,512,453,459,465,442,348,362,248,155,173,450,529,582,547,428,348,365,343,338,256,249,187,118,165,498,609,620,548,512,453,459,465,442,348,362,248,155
13,131,13114,3,HOSPITAL FACH,196,694,912,1038,750,616,495,404,405,377,307,274,202,130,235,732,1020,1010,830,695,506,524,526,532,454,378,313,212,196,694,912,1038,750,616,495,404,405,377,307,274,202,130,235,732,1020,1010,830,695,506,524,526,532,454,378,313,212,196,694,912,1038,750,616,495,404,405,377,307,274,202,130,235,732,1020,1010,830,695,506,524,526,532,454,378,313,212
13,131,13114,4,LAS CONDES,213,643,511,422,372,348,359,362,412,343,324,263,169,112,270,675,541,485,474,467,565,596,575,498,410,310,196,136,213,643,511,422,372,348,359,362,412,343,324,263,169,112,270,675,541,485,474,467,565,596,575,498,410,310,196,136,213,643,511,422,372,348,359,362,412,343,324,263,169,112,270,675,541,485,474,467,565,596,575,498,410,310,196,136
13,131,13114,5,ESTADIO ITALIANO,212,563,592,519,456,380,340,323,365,290,229,197,163,121,201,550,620,507,521,482,453,494,458,431,339,322,260,219,212,563,592,519,456,380,340,323,365,290,229,197,163,121,201,550,620,507,521,482,453,494,458,431,339,322,260,219,212,563,592,519,456,380,340,323,365,290,229,197,163,121,201,550,620,507,521,482,453,494,458,431,339,322,260,219
13,131,13114,6,LOS DOMÍNICOS,122,251,273,193,156,176,224,197,168,160,117,122,88,72,103,268,211,187,182,191,271,254,258,190,160,190,149,88,122,251,273,193,156,176,224,197,168,160,117,122,88,72,103,268,211,187,182,191,271,254,258,190,160,190,149,88,122,251,273,193,156,176,224,197,168,160,117,122,88,72,103,268,211,187,182,191,271,254,258,190,160,190,149,88
13,131,13114,7,CERRO APOQUINDO,385,935,730,385,384,554,705,755,736,457,288,214,147,107,366,957,642,421,593,790,900,966,740,500,334,265,208,149,385,935,730,385,384,554,705,755,736,457,288,214,147,107,366,957,642,421,593,790,900,966,740,500,334,265,208,149,385,935,730,385,384,554,705,755,736,457,288,214,147,107,366,957,642,421,593,790,900,966,740,500,334,265,208,149
13,131,13114,8,CHAPIQUIÑA,218,663,581,487,516,595,493,506,471,435,355,349,257,187,255,657,540,566,570,688,711,682,713,652,500,514,398,292,218,663,581,487,516,595,493,506,471,435,355,349,257,187,255,657,540,566,570,688,711,682,713,652,500,514,398,292,218,663,581,487,516,595,493,506,471,435,355,349,257,187,255,657,540,566,570,688,711,682,713,652,500,514,398,292
13,131,13114,9,EL PILLÁN,205,532,502,514,478,392,419,393,391,371,295,256,205,148,204,582,525,582,515,548,539,528,593,576,414,430,288,251,205,532,502,514,478,392,419,393,391,371,295,256,205,148,204,582,525,582,515,548,539,528,593,576,414,430,288,251,205,532,502,514,478,392,419,393,391,371,295,256,205,148,204,582,525,582,515,548,539,528,593,576,414,430,288,251
13,131,13114,10,SEBASTIÁN EL CANO,240,636,660,659,704,585,504,514,473,444,392,352,247,180,209,637,711,788,780,697,679,633,694,695,548,529,387,341,240,636,660,659,704,585,504,514,473,444,392,352,247,180,209,637,711,788,780,697,679,633,694,695,548,529,387,341,240,636,660,659,704,585,504,514,473,444,392,352,247,180,209,637,711,788,780,697,679,633,694,695,548,529,387,341
13,131,13114,11,ESTADIO ESPAÑOL,249,833,1053,1033,825,615,486,469,485,440,402,350,230,201,300,969,1114,1068,866,738,647,608,691,714,547,554,410,334,249,833,1053,1033,825,615,486,469,485,440,402,350,230,201,300,969,1114,1068,866,738,647,608,691,714,547,554,410,334,249,833,1053,1033,825,615,486,469,485,440,402,350,230,201,300,969,1114,1068,866,738,647,608,691,714,547,554,410,334
13,131,13114,12,VATICANO,238,743,817,893,765,668,497,500,504,438,391,325,246,194,241,770,857,936,874,795,651,687,741,706,572,494,429,323,238,743,817,893,765,668,497,500,504,438,391,325,246,194,241,770,857,936,874,795,651,687,741,706,572,494,429,323,238,743,817,893,765,668,497,500,504,438,391,325,246,194,241,770,857,936,874,795,651,687,741,706,572,494,429,323
13,131,13114,13,CERRO SAN LUIS,209,695,1394,1517,1057,714,602,536,488,531,452,447,358,250,210,731,1488,1443,1036,707,564,586,724,741,606,630,497,389,209,695,1394,1517,1057,714,602,536,488,531,452,447,358,250,210,731,1488,1443,1036,707,564,586,724,741,606,630,497,389,209,695,1394,1517,1057,714,602,536,488,531,452,447,358,250,210,731,1488,1443,1036,707,564,586,724,741,606,630,497,389
13,131,13114,14,HOSPITAL DE CARABINEROS,272,751,742,531,529,579,632,666,516,330,261,220,187,102,301,712,720,550,600,707,802,837,605,443,393,376,292,191,272,751,742,531,529,579,632,666,516,330,261,220,187,102,301,712,720,550,600,707,802,837,605,443,393,376,292,191,272,751,742,531,529,579,632,666,516,330,261,220,187,102,301,712,720,550,600,707,802,837,605,443,393,376,292,191
13,131,13114,15,SAN CARLOS DE APOQUINDO,377,977,552,201,300,492,510,487,561,409,219,121,64,31,345,881,529,295,480,667,733,762,717,394,179,108,65,55,377,977,552,201,300,492,510,487,561,409,219,121,64,31,345,881,529,295,480,667,733,762,717,394,179,108,65,55,377,977,552,201,300,492,510,487,561,409,219,121,64,31,345,881,529,295,480,667,733,762,717,394,179,108,65,55
13,131,13114,16,CERRO CALÁN,288,633,523,277,272,331,412,412,419,351,270,240,197,138,277,652,461,307,377,462,533,602,568,459,368,312,242,169,288,633,523,277,272,331,412,412,419,351,270,240,197,138,277,652,461,307,377,462,533,602,568,459,368,312,242,169,288,633,523,277,272,331,412,412,419,351,270,240,197,138,277,652,461,307,377,462,533,602,568,459,368,312,242,169
13,131,13115,1,LA DEHESA,1141,2524,1500,752,1295,1730,1855,1848,1520,1093,693,499,218,136,1138,2697,1493,1204,2045,2659,2739,2391,1870,1291,739,462,265,168,1141,2524,1500,752,1295,1730,1855,1848,1520,1093,693,499,218,136,1138,2697,1493,1204,2045,2659,2739,2391,1870,1291,739,462,265,168,1141,2524,1500,752,1295,1730,1855,1848,1520,1093,693,499,218,136,1138,2697,1493,1204,2045,2659,2739,2391,1870,1291,739,462,265,168
13,131,13115,2,EL ARRAYÁN,279,807,840,589,553,581,623,676,507,405,281,186,117,77,315,855,802,642,628,678,794,748,614,414,307,234,146,104,279,807,840,589,553,581,623,676,507,405,281,186,117,77,315,855,802,642,628,678,794,748,614,414,307,234,146,104,279,807,840,589,553,581,623,676,507,405,281,186,117,77,315,855,802,642,628,678,794,748,614,414,307,234,146,104
13,131,13115,3,FARELLONES,6,22,23,29,24,21,26,26,34,15,12,9,4,3,6,29,21,20,16,19,30,22,19,10,10,7,1,2,6,22,23,29,24,21,26,26,34,15,12,9,4,3,6,29,21,20,16,19,30,22,19,10,10,7,1,2,6,22,23,29,24,21,26,26,34,15,12,9,4,3,6,29,21,20,16,19,30,22,19,10,10,7,1,2
13,131,13115,4,LO BARNECHEA,354,984,914,703,768,823,781,818,716,547,348,232,142,100,367,975,866,793,963,963,893,962,864,601,376,305,219,127,354,984,914,703,768,823,781,818,716,547,348,232,142,100,367,975,866,793,963,963,893,962,864,601,376,305,219,127,354,984,914,703,768,823,781,818,716,547,348,232,142,100,367,975,866,793,963,963,893,962,864,601,376,305,219,127
13,131,13116,1,LO ESPEJO,296,893,1035,734,643,646,670,610,564,402,361,280,175,101,320,863,931,691,613,625,693,625,602,480,434,350,221,117,296,893,1035,734,643,646,670,610,564,402,361,280,175,101,320,863,931,691,613,625,693,625,602,480,434,350,221,117,296,893,1035,734,643,646,670,610,564,402,361,280,175,101,320,863,931,691,613,625,693,625,602,480,434,350,221,117
13,131,13116,2,LAS TORRES,163,466,480,386,336,415,476,323,254,164,219,244,113,28,161,489,490,352,336,402,443,341,231,246,340,274,149,60,163,466,480,386,336,415,476,323,254,164,219,244,113,28,161,489,490,352,336,402,443,341,231,246,340,274,149,60,163,466,480,386,336,415,476,323,254,164,219,244,113,28,161,489,490,352,336,402,443,341,231,246,340,274,149,60
13,131,13116,3,POBLACIÓN CARO SUR,225,685,739,602,469,478,479,585,610,477,294,143,113,98,200,676,709,511,415,420,428,597,624,447,280,185,196,170,225,685,739,602,469,478,479,585,610,477,294,143,113,98,200,676,709,511,415,420,428,597,624,447,280,185,196,170,225,685,739,602,469,478,479,585,610,477,294,143,113,98,200,676,709,511,415,420,428,597,624,447,280,185,196,170
13,131,13116,4,POBLACIÓN CARO NORTE,215,646,681,545,470,421,367,546,697,562,240,173,85,98,195,605,629,476,440,352,358,558,717,528,291,166,167,224,215,646,681,545,470,421,367,546,697,562,240,173,85,98,195,605,629,476,440,352,358,558,717,528,291,166,167,224,215,646,681,545,470,421,367,546,697,562,240,173,85,98,195,605,629,476,440,352,358,558,717,528,291,166,167,224
13,131,13116,5,QUIRIQUINA,84,215,268,155,177,136,149,218,244,175,111,51,30,42,70,228,212,144,165,121,151,241,237,179,104,64,62,97,84,215,268,155,177,136,149,218,244,175,111,51,30,42,70,228,212,144,165,121,151,241,237,179,104,64,62,97,84,215,268,155,177,136,149,218,244,175,111,51,30,42,70,228,212,144,165,121,151,241,237,179,104,64,62,97
13,131,13116,6,CARLOS DITTBORN,130,430,428,342,283,239,235,427,491,305,154,75,70,73,144,452,385,327,244,236,295,421,474,289,161,110,154,151,130,430,428,342,283,239,235,427,491,305,154,75,70,73,144,452,385,327,244,236,295,421,474,289,161,110,154,151,130,430,428,342,283,239,235,427,491,305,154,75,70,73,144,452,385,327,244,236,295,421,474,289,161,110,154,151
13,131,13116,7,CLARA ESTRELLA,233,744,744,516,459,398,479,720,608,367,213,208,172,121,267,719,671,513,426,412,553,732,668,402,257,311,304,212,233,744,744,516,459,398,479,720,608,367,213,208,172,121,267,719,671,513,426,412,553,732,668,402,257,311,304,212,233,744,744,516,459,398,479,720,608,367,213,208,172,121,267,719,671,513,426,412,553,732,668,402,257,311,304,212
13,131,13117,1,LO PRADO,182,566,620,521,444,424,421,471,384,339,223,177,124,85,155,541,584,460,393,394,447,425,437,334,273,199,168,152,182,566,620,521,444,424,421,471,384,339,223,177,124,85,155,541,584,460,393,394,447,425,437,334,273,199,168,152,182,566,620,521,444,424,421,471,384,339,223,177,124,85,155,541,584,460,393,394,447,425,437,334,273,199,168,152
13,131,13117,2,BLANQUEADO,257,670,700,538,510,499,443,463,436,326,273,175,101,53,242,615,651,513,496,498,521,564,534,380,295,251,170,85,257,670,700,538,510,499,443,463,436,326,273,175,101,53,242,615,651,513,496,498,521,564,534,380,295,251,170,85,257,670,700,538,510,499,443,463,436,326,273,175,101,53,242,615,651,513,496,498,521,564,534,380,295,251,170,85
13,131,13117,3,TERRITORIO ANTÁRTICO,233,707,680,581,449,534,620,560,466,311,320,348,260,141,255,655,642,508,489,586,639,581,443,362,396,461,335,214,233,707,680,581,449,534,620,560,466,311,320,348,260,141,255,655,642,508,489,586,639,581,443,362,396,461,335,214,233,707,680,581,449,534,620,560,466,311,320,348,260,141,255,655,642,508,489,586,639,581,443,362,396,461,335,214
13,131,13117,4,CALIFORNIA,193,651,722,515,476,536,555,493,404,284,324,318,239,110,238,615,630,483,462,597,675,570,478,403,543,462,317,207,193,651,722,515,476,536,555,493,404,284,324,318,239,110,238,615,630,483,462,597,675,570,478,403,543,462,317,207,193,651,722,515,476,536,555,493,404,284,324,318,239,110,238,615,630,483,462,597,675,570,478,403,543,462,317,207
13,131,13117,5,OSCAR BONILLA,218,592,617,537,465,568,491,424,342,339,348,304,156,69,201,584,634,442,468,591,481,467,438,472,455,364,213,126,218,592,617,537,465,568,491,424,342,339,348,304,156,69,201,584,634,442,468,591,481,467,438,472,455,364,213,126,218,592,617,537,465,568,491,424,342,339,348,304,156,69,201,584,634,442,468,591,481,467,438,472,455,364,213,126
13,131,13117,6,COSTA RICA,86,331,334,268,211,226,246,332,226,166,123,121,126,66,106,312,293,245,193,249,255,328,247,187,154,185,170,134,86,331,334,268,211,226,246,332,226,166,123,121,126,66,106,312,293,245,193,249,255,328,247,187,154,185,170,134,86,331,334,268,211,226,246,332,226,166,123,121,126,66,106,312,293,245,193,249,255,328,247,187,154,185,170,134
13,131,13117,7,NEPTUNO,128,373,333,281,247,306,298,292,216,164,147,195,151,72,128,377,300,239,256,337,341,337,218,186,202,292,232,111,128,373,333,281,247,306,298,292,216,164,147,195,151,72,128,377,300,239,256,337,341,337,218,186,202,292,232,111,128,373,333,281,247,306,298,292,216,164,147,195,151,72,128,377,300,239,256,337,341,337,218,186,202,292,232,111
13,131,13118,1,LO PLAZA,242,618,732,757,653,510,545,625,543,348,219,181,189,119,229,651,778,775,647,558,555,723,586,397,288,293,299,236,242,618,732,757,653,510,545,625,543,348,219,181,189,119,229,651,778,775,647,558,555,723,586,397,288,293,299,236,242,618,732,757,653,510,545,625,543,348,219,181,189,119,229,651,778,775,647,558,555,723,586,397,288,293,299,236
13,131,13118,2,MACUL,326,963,1172,1134,938,830,736,739,706,591,475,385,246,159,303,945,1192,1064,1005,899,842,864,914,843,641,532,376,255,326,963,1172,1134,938,830,736,739,706,591,475,385,246,159,303,945,1192,1064,1005,899,842,864,914,843,641,532,376,255,326,963,1172,1134,938,830,736,739,706,591,475,385,246,159,303,945,1192,1064,1005,899,842,864,914,843,641,532,376,255
13,131,13118,3,PEDREROS,282,854,972,799,740,698,608,525,593,560,504,396,239,167,263,819,921,828,754,765,653,637,826,759,627,519,365,245,282,854,972,799,740,698,608,525,593,560,504,396,239,167,263,819,921,828,754,765,653,637,826,759,627,519,365,245,282,854,972,799,740,698,608,525,593,560,504,396,239,167,263,819,921,828,754,765,653,637,826,759,627,519,365,245
13,131,13118,4,CAMINO AGRÍCOLA,241,715,838,674,547,531,516,516,447,406,322,238,163,119,226,682,803,674,583,545,512,590,560,482,413,369,278,192,241,715,838,674,547,531,516,516,447,406,322,238,163,119,226,682,803,674,583,545,512,590,560,482,413,369,278,192,241,715,838,674,547,531,516,516,447,406,322,238,163,119,226,682,803,674,583,545,512,590,560,482,413,369,278,192
13,131,13118,5,VILLA SANTA CAROLINA,138,389,441,495,466,384,323,294,237,183,206,174,140,77,129,384,475,515,497,391,391,349,359,330,297,268,184,151,138,389,441,495,466,384,323,294,237,183,206,174,140,77,129,384,475,515,497,391,391,349,359,330,297,268,184,151,138,389,441,495,466,384,323,294,237,183,206,174,140,77,129,384,475,515,497,391,391,349,359,330,297,268,184,151
13,131,13118,6,IGNACIO CARRERA PINTO,268,678,787,618,594,617,654,578,482,354,279,348,241,125,259,683,775,617,644,678,717,743,588,479,479,498,402,231,268,678,787,618,594,617,654,578,482,354,279,348,241,125,259,683,775,617,644,678,717,743,588,479,479,498,402,231,268,678,787,618,594,617,654,578,482,354,279,348,241,125,259,683,775,617,644,678,717,743,588,479,479,498,402,231
13,131,13119,1,CINCO DE ABRIL,201,546,618,491,391,438,451,500,446,337,349,319,239,131,186,551,554,432,472,484,521,581,558,465,469,405,322,217,201,546,618,491,391,438,451,500,446,337,349,319,239,131,186,551,554,432,472,484,521,581,558,465,469,405,322,217,201,546,618,491,391,438,451,500,446,337,349,319,239,131,186,551,554,432,472,484,521,581,558,465,469,405,322,217
13,131,13119,2,LOS LIBERTADORES,704,1994,1890,1473,1311,1331,1331,1551,1475,1051,693,524,319,134,683,1872,1889,1463,1459,1570,1697,2057,1797,1192,925,665,413,269,704,1994,1890,1473,1311,1331,1331,1551,1475,1051,693,524,319,134,683,1872,1889,1463,1459,1570,1697,2057,1797,1192,925,665,413,269,704,1994,1890,1473,1311,1331,1331,1551,1475,1051,693,524,319,134,683,1872,1889,1463,1459,1570,1697,2057,1797,1192,925,665,413,269
13,131,13119,3,RAMÓN FREIRE,177,508,515,427,373,440,441,417,332,300,314,354,218,131,195,470,467,390,357,423,461,449,389,389,470,411,303,168,177,508,515,427,373,440,441,417,332,300,314,354,218,131,195,470,467,390,357,423,461,449,389,389,470,411,303,168,177,508,515,427,373,440,441,417,332,300,314,354,218,131,195,470,467,390,357,423,461,449,389,389,470,411,303,168
13,131,13119,4,FERIA INTERNACIONAL,8,19,19,7,15,9,12,15,21,14,10,6,7,8,14,13,11,10,10,13,9,19,18,12,6,15,8,6,8,19,19,7,15,9,12,15,21,14,10,6,7,8,14,13,11,10,10,13,9,19,18,12,6,15,8,6,8,19,19,7,15,9,12,15,21,14,10,6,7,8,14,13,11,10,10,13,9,19,18,12,6,15,8,6
13,131,13119,5,LAS INDUSTRIAS,500,1170,1187,1405,1500,1297,1038,870,818,681,410,197,110,44,470,1090,1297,1528,1551,1350,1081,1097,1019,768,425,300,159,106,500,1170,1187,1405,1500,1297,1038,870,818,681,410,197,110,44,470,1090,1297,1528,1551,1350,1081,1097,1019,768,425,300,159,106,500,1170,1187,1405,1500,1297,1038,870,818,681,410,197,110,44,470,1090,1297,1528,1551,1350,1081,1097,1019,768,425,300,159,106
13,131,13119,6,SAN MARTÍN,115,337,397,335,270,271,222,205,306,344,319,217,112,48,91,304,377,303,275,298,244,264,432,438,354,250,144,73,115,337,397,335,270,271,222,205,306,344,319,217,112,48,91,304,377,303,275,298,244,264,432,438,354,250,144,73,115,337,397,335,270,271,222,205,306,344,319,217,112,48,91,304,377,303,275,298,244,264,432,438,354,250,144,73
13,131,13119,7,MAIPÚ PONIENTE,1114,2984,3006,2709,2498,2212,2088,2198,2043,1430,777,436,195,112,1171,2978,3043,2983,2591,2379,2438,2795,2448,1694,956,637,319,206,1114,2984,3006,2709,2498,2212,2088,2198,2043,1430,777,436,195,112,1171,2978,3043,2983,2591,2379,2438,2795,2448,1694,956,637,319,206,1114,2984,3006,2709,2498,2212,2088,2198,2043,1430,777,436,195,112,1171,2978,3043,2983,2591,2379,2438,2795,2448,1694,956,637,319,206
13,131,13119,8,PORTALES,164,420,422,381,369,409,386,331,259,290,476,395,193,81,151,443,399,352,383,441,405,377,376,451,537,423,214,132,164,420,422,381,369,409,386,331,259,290,476,395,193,81,151,443,399,352,383,441,405,377,376,451,537,423,214,132,164,420,422,381,369,409,386,331,259,290,476,395,193,81,151,443,399,352,383,441,405,377,376,451,537,423,214,132
13,131,13119,9,TEMPLO VOTIVO,104,275,308,253,198,198,232,216,223,198,150,140,118,75,120,248,284,221,240,233,258,281,282,262,215,201,138,107,104,275,308,253,198,198,232,216,223,198,150,140,118,75,120,248,284,221,240,233,258,281,282,262,215,201,138,107,104,275,308,253,198,198,232,216,223,198,150,140,118,75,120,248,284,221,240,233,258,281,282,262,215,201,138,107
13,131,13119,10,O´HIGGINS,112,308,372,267,264,274,255,261,216,183,175,165,104,37,102,288,311,304,264,273,285,286,270,276,210,201,128,71,112,308,372,267,264,274,255,261,216,183,175,165,104,37,102,288,311,304,264,273,285,286,270,276,210,201,128,71,112,308,372,267,264,274,255,261,216,183,175,165,104,37,102,288,311,304,264,273,285,286,270,276,210,201,128,71
13,131,13119,11,LAS HERAS,141,364,381,339,266,289,281,328,335,260,222,158,108,65,130,360,395,306,277,266,309,316,410,337,243,202,157,127,141,364,381,339,266,289,281,328,335,260,222,158,108,65,130,360,395,306,277,266,309,316,410,337,243,202,157,127,141,364,381,339,266,289,281,328,335,260,222,158,108,65,130,360,395,306,277,266,309,316,410,337,243,202,157,127
13,131,13119,12,BLANCO ENCALADA,182,451,423,355,348,431,457,329,277,250,282,282,210,98,161,434,397,331,327,447,387,383,313,315,413,340,230,146,182,451,423,355,348,431,457,329,277,250,282,282,210,98,161,434,397,331,327,447,387,383,313,315,413,340,230,146,182,451,423,355,348,431,457,329,277,250,282,282,210,98,161,434,397,331,327,447,387,383,313,315,413,340,230,146
13,131,13119,13,LA RINCONADA,35,102,118,87,88,76,72,104,86,63,43,35,21,19,45,102,102,93,91,85,76,93,85,56,53,31,27,14,35,102,118,87,88,76,72,104,86,63,43,35,21,19,45,102,102,93,91,85,76,93,85,56,53,31,27,14,35,102,118,87,88,76,72,104,86,63,43,35,21,19,45,102,102,93,91,85,76,93,85,56,53,31,27,14
